Question,Answer,Q&A,categories,pre-score,weight,score
BI2_1,8,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  8) 식품첨가물,,,,
BI2_1,9,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  9) 원재료/성분 함량,['health_orientation'],9,1,9
BI2_1,10,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 10) 포장 디자인,['premium_orientation'],9,1,9
BI2_1,11,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 11) 포장 재활용 여부,,,,
BI2_1,12,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,1,9
BI2_1,13,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,1,9
BI2_1,14,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 14) 보관방법,,,,
BI2_1,15,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 15) 알코올 도수,,,,
BI2_1,51,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 51) 맛,,,,
BI2_1,95,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 95) 구입하지 않음,,,,
BI2_2,1,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  1) 가격,['price_sensitivity'],9,0.7,6.3
BI2_2,2,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  2) 용량,,,,
BI2_2,3,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.7,6.3
BI2_2,4,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  4) 제조일자/유통기한,,,,
BI2_2,5,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  5) 품질인증 표시,['premium_orientation'],9,0.7,6.3
BI2_2,6,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  6) 원산지,,,,
BI2_2,7,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  7) 영양성분,['health_orientation'],9,0.7,6.3
BI2_2,8,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  8) 식품첨가물,,,,
BI2_2,9,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  9) 원재료/성분 함량,['health_orientation'],9,0.7,6.3
BI2_2,10,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 10) 포장 디자인,['premium_orientation'],9,0.7,6.3
BI2_2,11,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 11) 포장 재활용 여부,,,,
BI2_2,12,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.7,6.3
BI2_2,13,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.7,6.3
BI2_2,14,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 14) 보관방법,,,,
BI2_2,15,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 15) 알코올 도수,,,,
BI2_2,51,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 51) 맛,,,,
BI2_2,95,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 95) 구입하지 않음,,,,
BI2_3,1,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  1) 가격,['price_sensitivity'],9,0.5,4.5
BI2_3,2,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  2) 용량,,,,
BI2_3,3,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']",9,0.5,4.5
BI2_3,4,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  4) 제조일자/유통기한,,,,
BI2_3,5,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  5) 품질인증 표시,['premium_orientation'],9,0.5,4.5
BI2_3,6,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  6) 원산지,,,,
BI2_3,7,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  7) 영양성분,['health_orientation'],9,0.5,4.5
BI2_3,8,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  8) 식품첨가물,,,,
BI2_3,9,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  9) 원재료/성분 함량,['health_orientation'],9,0.5,4.5
BI2_3,10,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 10) 포장 디자인,['premium_orientation'],9,0.5,4.5
BI2_3,11,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 11) 포장 재활용 여부,,,,
BI2_3,12,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation'],9,0.5,4.5
BI2_3,13,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation'],9,0.5,4.5
BI2_3,14,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 14) 보관방법,,,,
BI2_3,15,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 15) 알코올 도수,,,,
BI2_3,51,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 51) 맛,,,,
BI2_3,95,BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 95) 구입하지 않음,,,,
C2_1,1,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,2,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  2) 용량,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,3,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']",9,1,9
C2_1,4,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,5,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,6,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  6) 원산지,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,7,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,8,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,9,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,10,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,11,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,12,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,13,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C2_1,14,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,15,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,51,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 51) 맛,"['cooking_convenience', 'hmr_preference']",9,1,9
C2_1,95,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']",0,1,0
C2_2,1,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,2,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  2) 용량,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,3,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']",9,0.7,6.3
C2_2,4,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,5,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,6,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  6) 원산지,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,7,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,8,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,9,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,10,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,11,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,12,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,13,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,14,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,15,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,51,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 51) 맛,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C2_2,95,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']",0,0.7,0
C2_3,1,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,2,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  2) 용량,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,3,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']",9,0.5,4.5
C2_3,4,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,5,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,6,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  6) 원산지,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,7,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,8,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,9,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,10,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,11,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,12,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,13,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,14,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,15,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,51,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 51) 맛,"['cooking_convenience', 'hmr_preference']",9,0.5,4.5
C2_3,95,C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']",0,0.5,0
C3_1,1,C3. 간편식(HMR) 구입 이유_1순위  1) 재료를 사서 조리하는 것보다 비용이 적게 들어서,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,1,9
C3_1,2,C3. 간편식(HMR) 구입 이유_1순위  2) 간편식이 맛있어서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,3,C3. 간편식(HMR) 구입 이유_1순위  3) 직접 조리할 줄 몰라서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,4,C3. 간편식(HMR) 구입 이유_1순위  4) 직접 조리할 시간이 없어서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,5,C3. 간편식(HMR) 구입 이유_1순위  5) 조리하기 번거롭고 귀찮아서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,6,C3. 간편식(HMR) 구입 이유_1순위  6) 간편식으로 다양한 음식을 맛 볼 수 있어서,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",9,1,9
C3_1,7,C3. 간편식(HMR) 구입 이유_1순위  7) 직접 조리보다 음식물 쓰레기 등 낭비를 줄일 수 있어서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,8,C3. 간편식(HMR) 구입 이유_1순위  8) 보관성/휴대성이 좋아서,"['cooking_convenience', 'hmr_preference']",9,1,9
C3_1,9,C3. 간편식(HMR) 구입 이유_1순위  9) 균형 잡힌 영양소를 섭취할 수 있어서,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C3_1,91,C3. 간편식(HMR) 구입 이유_1순위 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']",0,1,0
C3_2,1,C3. 간편식(HMR) 구입 이유_2순위  1) 재료를 사서 조리하는 것보다 비용이 적게 들어서,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,2,C3. 간편식(HMR) 구입 이유_2순위  2) 간편식이 맛있어서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,3,C3. 간편식(HMR) 구입 이유_2순위  3) 직접 조리할 줄 몰라서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,4,C3. 간편식(HMR) 구입 이유_2순위  4) 직접 조리할 시간이 없어서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,5,C3. 간편식(HMR) 구입 이유_2순위  5) 조리하기 번거롭고 귀찮아서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,6,C3. 간편식(HMR) 구입 이유_2순위  6) 간편식으로 다양한 음식을 맛 볼 수 있어서,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",9,0.7,6.3
C3_2,7,C3. 간편식(HMR) 구입 이유_2순위  7) 직접 조리보다 음식물 쓰레기 등 낭비를 줄일 수 있어서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,8,C3. 간편식(HMR) 구입 이유_2순위  8) 보관성/휴대성이 좋아서,"['cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,9,C3. 간편식(HMR) 구입 이유_2순위  9) 균형 잡힌 영양소를 섭취할 수 있어서,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,0.7,6.3
C3_2,91,C3. 간편식(HMR) 구입 이유_2순위 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']",0,0.7,0
C4_1,1,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  1) 매일 1회 이상,,9,1,
C4_1,2,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  2) 주 4~6회,,9,1,
C4_1,3,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  3) 주 2~3회,,9,1,
C4_1,4,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  4) 주 1회,,9,1,
C4_1,5,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  5) 2주일에 1회,,9,1,
C4_1,6,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  6) 1달에 1회,,9,1,
C4_1,7,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  7) 그보다 드물게,,9,1,
C4_1,8,C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  8) 구입하지 않음,,9,1,
C4_1,1,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  1) 매일 1회 이상,,9,1,
C4_1,2,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  2) 주 4~6회,,9,1,
C4_1,3,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  3) 주 2~3회,,9,1,
C4_1,4,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  4) 주 1회,,9,1,
C4_1,5,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  5) 2주일에 1회,,9,1,
C4_1,6,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  6) 1달에 1회,,9,1,
C4_1,7,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  7) 그보다 드물게,,9,1,
C4_1,8,C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  8) 구입하지 않음,,9,1,
C4_1,1,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  1) 매일 1회 이상,,9,1,
C4_1,2,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  2) 주 4~6회,,9,1,
C4_1,3,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  3) 주 2~3회,,9,1,
C4_1,4,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  4) 주 1회,,9,1,
C4_1,5,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  5) 2주일에 1회,,9,1,
C4_1,6,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  6) 1달에 1회,,9,1,
C4_1,7,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  7) 그보다 드물게,,9,1,
C4_1,8,C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  8) 구입하지 않음,,9,1,
C4_1,1,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  1) 매일 1회 이상,,9,1,
C4_1,2,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  2) 주 4~6회,,9,1,
C4_1,3,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  3) 주 2~3회,,9,1,
C4_4,4,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  4) 주 1회,,9,1,
C4_4,5,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  5) 2주일에 1회,,9,1,
C4_4,6,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  6) 1달에 1회,,9,1,
C4_4,7,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  7) 그보다 드물게,,9,1,
C4_4,8,C4-4. 간편식(HMR) 구입 주기(간편조리세트)  8) 구입하지 않음,,9,1,
C9_1,1,C9-1. 간편식(HMR) 만족도(가격)  1) 매우 불만족 한다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",1,1,1
C9_1,2,C9-1. 간편식(HMR) 만족도(가격)  2) 불만족하는 편이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",3,1,3
C9_1,3,C9-1. 간편식(HMR) 만족도(가격)  3) 보통이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",5,1,5
C9_1,4,C9-1. 간편식(HMR) 만족도(가격)  4) 만족하는 편이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",7,1,7
C9_1,5,C9-1. 간편식(HMR) 만족도(가격)  5) 매우 만족한다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']",9,1,9
C9_2,1,C9-2. 간편식(HMR) 만족도(맛)  1) 매우 불만족 한다,"['cooking_convenience', 'hmr_preference']",1,1,1
C9_2,2,C9-2. 간편식(HMR) 만족도(맛)  2) 불만족하는 편이다,"['cooking_convenience', 'hmr_preference']",3,1,3
C9_2,3,C9-2. 간편식(HMR) 만족도(맛)  3) 보통이다,"['cooking_convenience', 'hmr_preference']",5,1,5
C9_2,4,C9-2. 간편식(HMR) 만족도(맛)  4) 만족하는 편이다,"['cooking_convenience', 'hmr_preference']",7,1,7
C9_2,5,C9-2. 간편식(HMR) 만족도(맛)  5) 매우 만족한다,"['cooking_convenience', 'hmr_preference']",9,1,9
C9_3,1,C9-3. 간편식(HMR) 만족도(안전성)  1) 매우 불만족 한다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",1,1,1
C9_3,2,C9-3. 간편식(HMR) 만족도(안전성)  2) 불만족하는 편이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",3,1,3
C9_3,3,C9-3. 간편식(HMR) 만족도(안전성)  3) 보통이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",5,1,5
C9_3,4,C9-3. 간편식(HMR) 만족도(안전성)  4) 만족하는 편이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",7,1,7
C9_3,5,C9-3. 간편식(HMR) 만족도(안전성)  5) 매우 만족한다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C9_4,1,C9-4. 간편식(HMR) 만족도(영양)  1) 매우 불만족 한다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",1,1,1
C9_4,2,C9-4. 간편식(HMR) 만족도(영양)  2) 불만족하는 편이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",3,1,3
C9_4,3,C9-4. 간편식(HMR) 만족도(영양)  3) 보통이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",5,1,5
C9_4,4,C9-4. 간편식(HMR) 만족도(영양)  4) 만족하는 편이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",7,1,7
C9_4,5,C9-4. 간편식(HMR) 만족도(영양)  5) 매우 만족한다,"['health_orientation', 'cooking_convenience', 'hmr_preference']",9,1,9
C9_5,1,C9-5. 간편식(HMR) 만족도(편리성)  1) 매우 불만족 한다,"['cooking_convenience', 'hmr_preference']",1,1,1
C9_5,2,C9-5. 간편식(HMR) 만족도(편리성)  2) 불만족하는 편이다,"['cooking_convenience', 'hmr_preference']",3,1,3
C9_5,3,C9-5. 간편식(HMR) 만족도(편리성)  3) 보통이다,"['cooking_convenience', 'hmr_preference']",5,1,5
C9_5,4,C9-5. 간편식(HMR) 만족도(편리성)  4) 만족하는 편이다,"['cooking_convenience', 'hmr_preference']",7,1,7
C9_5,5,C9-5. 간편식(HMR) 만족도(편리성)  5) 매우 만족한다,"['cooking_convenience', 'hmr_preference']",9,1,9
C9_6,1,C9-6. 간편식(HMR) 만족도(다양성)  1) 매우 불만족 한다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",1,1,1
C9_6,2,C9-6. 간편식(HMR) 만족도(다양성)  2) 불만족하는 편이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",3,1,3
C9_6,3,C9-6. 간편식(HMR) 만족도(다양성)  3) 보통이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",5,1,5
C9_6,4,C9-6. 간편식(HMR) 만족도(다양성)  4) 만족하는 편이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",7,1,7
C9_6,5,C9-6. 간편식(HMR) 만족도(다양성)  5) 매우 만족한다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",9,1,9
C9_7,1,C9-7. 간편식(HMR) 만족도(전반적 만족도)  1) 매우 불만족 한다,"['cooking_convenience', 'hmr_preference']",1,1,1
C9_7,2,C9-7. 간편식(HMR) 만족도(전반적 만족도)  2) 불만족하는 편이다,"['cooking_convenience', 'hmr_preference']",3,1,3
C9_7,3,C9-7. 간편식(HMR) 만족도(전반적 만족도)  3) 보통이다,"['cooking_convenience', 'hmr_preference']",5,1,5
C9_7,4,C9-7. 간편식(HMR) 만족도(전반적 만족도)  4) 만족하는 편이다,"['cooking_convenience', 'hmr_preference']",7,1,7
C9_7,5,C9-7. 간편식(HMR) 만족도(전반적 만족도)  5) 매우 만족한다,"['cooking_convenience', 'hmr_preference']",9,1,9
C11,1,C11. 향후 1년 간편식 구입 변화 예상  1) 매우 감소할 것이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",1,1,1
C11,2,C11. 향후 1년 간편식 구입 변화 예상  2) 약간 감소할 것이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",3,1,3
C11,3,C11. 향후 1년 간편식 구입 변화 예상  3) 현 수준을 유지할 것이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",5,1,5
C11,4,C11. 향후 1년 간편식 구입 변화 예상  4) 약간 증가할 것이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",7,1,7
C11,5,C11. 향후 1년 간편식 구입 변화 예상  5) 매우 증가할 것이다,"['cooking_convenience', 'hmr_preference', 'variety_seeking']",9,1,9
D3_1,1,D3. 건강기능식품 품목별 구입 시 우선 확인하는 사항_1순위  1) 가격,"['price_sensitivity', 'health_orientation']",9,1,9
